text,label,subcategory
Reminder to check on elderly neighbors during this week's heat wave Stay safe everyone.,HAM,safety_and_alerts
🚨💰🎁 This is a private community. Outsiders like you need to leave immediately.,SPAM,harassment_and_threats
The lost cat mentioned last week has been found safe and returned to its owner Stay safe everyone.,HAM,good_news_and_gratitude
LIMITED TIME: Work from home — stuff envelopes and earn $400 weekly. Unlimited positions!,SPAM,fake_job_posting
Paid community research — $500 per week. Work from anywhere. No experience!!!,SPAM,fake_job_posting
💸🆓🔥 URGENT: Government adding chemicals to food supply. Eat only organic. Share!,SPAM,misinformation_health
GOVERNMENT GRANT: YOU QUALIFY FOR $5000 COMMUNITY ASSISTANCE. CLAIM TODAY!,SPAM,fake_assistance_program
Community art exhibition opens Sunday. Work by local artists of all ages Stay safe everyone.,HAM,community_event
"INSTANT LOAN: $500 TO $10,000. BAD CREDIT WELCOME. FUNDS IN 1 HOUR!",SPAM,predatory_lending
💸🆓🔥 Community platform security alert: Suspicious login. Reset your password here.,SPAM,phishing_community_style
FYI — gas leak reported near the corner of Main and 5th. Avoid the area for now.,HAM,safety_and_alerts
Utility bill waiver program — have your bills cancelled. Eligible households!,SPAM,fake_assistance_program
🚨💰🎁 Council housing fast-tracked for your postcode. Apply before Friday midnight!,SPAM,fake_housing_offer
YOUR ADDRESS HAS BEEN SHARED WITH THE WRONG PEOPLE. LEAVE THIS GROUP NOW.,SPAM,harassment_and_threats
Just a reminder: peer support volunteers available for a chat. No referral needed. All welcome.,HAM,mental_health_support
Free seniors' morning tea every Friday at the rec center from 10 to 12 Hope this helps.,HAM,community_event
Please slow down near Park Lane — children playing. Several near-misses this week Hope this helps.,HAM,safety_and_alerts
HELP DISPLACED FAMILIES — YOUR CASH DONATION GOES DIRECTLY TO VICTIMS. GIVE!,SPAM,fake_charity_scam
URGENT: Community entrepreneurship — sell our kits and earn commission on every sale!,SPAM,multi_level_marketing
⚠️💥✅ Your tap water contains fluoride — a mind-control chemical. Use our filter!,SPAM,misinformation_health
FYI — spare bicycle in working order — free to a community member who needs it.,HAM,resource_sharing
"Hello neighbors, water outage expected from 9am to 2pm tomorrow on the south side of town.",HAM,safety_and_alerts
We are looking for a translator who speaks Somali for a community meeting Hope this helps.,HAM,help_request
Gas leak reported near the corner of Main and 5th. Avoid the area for now Hope this helps.,HAM,safety_and_alerts
"Hello neighbors, free legal aid clinic at the community center — first and third Tuesday monthly.",HAM,local_information
🚨💰🎁 Emergency housing assistance — FREE accommodation for 3 months. Apply today!,SPAM,fake_housing_offer
FYI — social isolation is real. Let's check in on our neighbors more regularly.,HAM,mental_health_support
"Men's wellbeing morning tea — come chat, connect and support each other. Free.",HAM,mental_health_support
⚠️💥✅ URGENT: Children in your area are starving. Donate $10 to feed a child today!,SPAM,fake_charity_scam
Just a reminder: i have 20 unused masks. Happy to drop them off for anyone who needs them.,HAM,resource_sharing
URGENT: Government housing grant approved for your area. Claim your free home today!,SPAM,fake_housing_offer
YOU DON'T BELONG IN THIS COMMUNITY. LEAVE NOW BEFORE THINGS GET WORSE FOR YOU.,SPAM,harassment_and_threats
Mental health first aid training is available free this month. Register online Hope this helps.,HAM,mental_health_support
FYI — is there anyone who can help fix a wheelchair ramp at 42 Maple Street?,HAM,help_request
"⚠️💥✅ INSTANT LOAN: $500 to $10,000. Bad credit welcome. Funds in 1 hour!",SPAM,predatory_lending
🚨💰🎁 WARNING: Tap water in your area contains dangerous chemicals. Buy our filter!,SPAM,misinformation_health
FYI — huge thank you to everyone who helped at the community cleanup yesterday!,HAM,good_news_and_gratitude
"⚠️💥✅ Quick community loan — 100% acceptance rate. $500 to $20,000. Apply online!",SPAM,predatory_lending
"Hello neighbors, bushfire preparedness information session this Tuesday evening at 6:30pm.",HAM,local_information
💸🆓🔥 WARNING: WiFi signals proven to cause cancer. Turn off your router at night!,SPAM,misinformation_health
Doctors hiding cure for cancer — use this natural remedy instead. Share now!,SPAM,misinformation_health
Your address has been shared with the wrong people. Leave this group now!!!,SPAM,harassment_and_threats
STOP TRYING TO HELP. NOBODY WANTS YOU HERE AND SOON YOU'LL UNDERSTAND WHY.,SPAM,harassment_and_threats
DON'T MISS THIS: Join the fastest growing community business. Recruit 3 people and retire!,SPAM,multi_level_marketing
Get paid to take surveys in your community. Earn $200/day guaranteed!!!,SPAM,fake_job_posting
The tennis courts are being resurfaced — closed until the end of the month Cheers!,HAM,local_information
I have 20 unused masks. Happy to drop them off for anyone who needs them Thanks!,HAM,resource_sharing
Extra groceries this week — happy to share with a family who needs it Stay safe everyone.,HAM,resource_sharing
"Hello neighbors, seeking volunteers to help run the community garden every Sunday morning.",HAM,help_request
Looking for someone who can teach basic computer skills to elderly residents Cheers!,HAM,help_request
"Hello neighbors, reminder: it's okay to ask for help. Our community support line is open 24/7.",HAM,mental_health_support
Work from home — stuff envelopes and earn $400 weekly. Unlimited positions!!!,SPAM,fake_job_posting
⚠️💥✅ SAME DAY CASH: Borrow $1000-$5000 with no income verification. Apply now!,SPAM,predatory_lending
Mental health first aid training is available free this month. Register online Cheers!,HAM,mental_health_support
Just a reminder: back-to-school supply giveaway at the community center this Saturday morning.,HAM,community_event
"Hello neighbors, free firewood available for anyone who needs heating this winter. Come collect.",HAM,resource_sharing
💸🆓🔥 Emergency community fund for flood victims. Send money via Venmo today!,SPAM,fake_charity_scam
Is there anyone who can help fix a wheelchair ramp at 42 Maple Street? Hope this helps.,HAM,help_request
Free tutoring offered to high school students struggling with math or science Hope this helps.,HAM,resource_sharing
🚨💰🎁 We know who you are. Stop helping people here or face the consequences.,SPAM,harassment_and_threats
URGENT: Part-time community volunteer pays $800/week. Immediate start. No experience!,SPAM,fake_job_posting
The footpath on River Road is now repaired. Thanks for your patience Cheers!,HAM,local_information
⚠️💥✅ Local government portal: Your identity must be re-verified within 24 hours.,SPAM,phishing_community_style
Just a reminder: great news — the community center funding has been approved for another year!,HAM,good_news_and_gratitude
URGENT: FREE food vouchers available for community members. Claim yours before Friday!,SPAM,fake_assistance_program
"Hi everyone, environmental talk: local speaker on urban gardening. Free entry this Monday.",HAM,community_event
Free medical supplies for your household. Government funded. Claim instantly!,SPAM,fake_assistance_program
"🚨💰🎁 Home-based community business — no boss, no hours, no ceiling on earnings!",SPAM,multi_level_marketing
DON'T MISS THIS: Direct sales from home — sell to your community and earn residual income!,SPAM,multi_level_marketing
🚨💰🎁 Stop volunteering here. This is not your community. Last warning.,SPAM,harassment_and_threats
🚨💰🎁 SAME DAY CASH: Borrow $1000-$5000 with no income verification. Apply now!,SPAM,predatory_lending
💸🆓🔥 One more post from you and I will organize people against you personally.,SPAM,harassment_and_threats
💸🆓🔥 GOVERNMENT GRANT: You qualify for $5000 community assistance. Claim today!,SPAM,fake_assistance_program
🚨💰🎁 Community healing circle — attend FREE. $50 crystal healing kit required!,SPAM,fake_event_or_meetup
ACT NOW: Our community members earn $3000/month part-time. Join my team today!,SPAM,multi_level_marketing
Great news — the community center funding has been approved for another year!,HAM,good_news_and_gratitude
Free tutoring offered to high school students struggling with math or science Stay safe everyone.,HAM,resource_sharing
URGENT: Security notice: Someone else accessed your community profile. Verify now.,SPAM,phishing_community_style
New affordable housing scheme — get a home with $0 deposit. Limited slots!!!,SPAM,fake_housing_offer
Heads up: there have been reports of break-ins on Elm Street. Lock your cars Hope this helps.,HAM,safety_and_alerts
"💸🆓🔥 INSTANT LOAN: $500 to $10,000. Bad credit welcome. Funds in 1 hour!",SPAM,predatory_lending
💸🆓🔥 You don't belong in this community. Leave now before things get worse for you.,SPAM,harassment_and_threats
Does anyone know how to apply for the emergency rental assistance program? Stay safe everyone.,HAM,help_request
"Hello neighbors, spare bicycle in working order — free to a community member who needs it.",HAM,resource_sharing
Phone scam targeting elderly residents in our area. Please warn your family Hope this helps.,HAM,safety_and_alerts
ACT NOW: Community credit union — guaranteed approval on all loans. No collateral!,SPAM,predatory_lending
FYI — free clothes available — bags of adult and children's items at 15 Oak Street.,HAM,resource_sharing
Gas leak reported near the corner of Main and 5th. Avoid the area for now.,HAM,safety_and_alerts
FYI — offering free lifts to the job center every Monday and Wednesday morning.,HAM,resource_sharing
"Hi everyone, community wellness walk every Sunday at 7am. Great for mental and physical health.",HAM,mental_health_support
Community app update: All users must re-enter their personal details today.,SPAM,phishing_community_style
I KNOW WHERE YOU LIVE. STOP POSTING IN THIS COMMUNITY OR YOU WILL REGRET IT.,SPAM,harassment_and_threats
Just a reminder: so proud of our community — we planted 200 trees at the reserve last weekend!,HAM,good_news_and_gratitude
"Hi everyone, phone scam targeting elderly residents in our area. Please warn your family.",HAM,safety_and_alerts
"Home-based community business — no boss, no hours, no ceiling on earnings!",SPAM,multi_level_marketing
URGENT: ALERT: New vaccine being tested on community members without consent. Share!,SPAM,misinformation_health
🚨💰🎁 FREE temporary shelter for families in need. Limited beds. Call now!,SPAM,fake_housing_offer
"Just a reminder: free home garden herbs available — rosemary, mint, basil. Come and pick!",HAM,resource_sharing
I'm offering free rides to medical appointments for those without transport Stay safe everyone.,HAM,resource_sharing
First aid course offered free to community members. Register by Thursday Cheers!,HAM,community_event
Have spare bedding and towels in good condition — free to anyone in need Thanks!,HAM,resource_sharing
🚨💰🎁 Local job alert: Earn $400 daily helping people online. No skills required!,SPAM,fake_job_posting
FREE HOMEOWNERSHIP SEMINAR — LEARN TO BUY WITH NO DEPOSIT. PAY $25 TO RESERVE!,SPAM,fake_event_or_meetup
URGENT: Children in your area are starving. Donate $10 to feed a child today!!!,SPAM,fake_charity_scam
DON'T MISS THIS: ALERT: New vaccine being tested on community members without consent. Share!,SPAM,misinformation_health
"Hello neighbors, looking for someone who can teach basic computer skills to elderly residents.",HAM,help_request
Stay out of community affairs or I promise you will deeply regret it!!!,SPAM,harassment_and_threats
ACT NOW: ALERT: Local food supplier contaminated. Do NOT eat products from this store!,SPAM,misinformation_health
Community loan shark — borrow cash fast. Flexible repayment. No paperwork!,SPAM,predatory_lending
ACT NOW: FREE temporary shelter for families in need. Limited beds. Call now!,SPAM,fake_housing_offer
WARNING: WIFI SIGNALS PROVEN TO CAUSE CANCER. TURN OFF YOUR ROUTER AT NIGHT!,SPAM,misinformation_health
Storm warning tonight. Secure outdoor furniture and check on vulnerable neighbors Hope this helps.,HAM,safety_and_alerts
⚠️💥✅ Join our community investment club meeting. Guaranteed returns discussed!,SPAM,fake_event_or_meetup
"ACT NOW: Quick community loan — 100% acceptance rate. $500 to $20,000. Apply online!",SPAM,predatory_lending
Council roadworks starting Monday on High Street. Expect delays 7am to 5pm Hope this helps.,HAM,safety_and_alerts
🚨💰🎁 FREE food vouchers available for community members. Claim yours before Friday!,SPAM,fake_assistance_program
ACT NOW: Join our community investment club meeting. Guaranteed returns discussed!,SPAM,fake_event_or_meetup
Government health agency lying about disease rates. Real numbers are 10x worse!,SPAM,misinformation_health
Help displaced families — your cash donation goes directly to victims. Give!,SPAM,fake_charity_scam
💸🆓🔥 Your community benefit payment failed. Update your bank details to receive it.,SPAM,phishing_community_style
The local pool reopens for summer on November 1st. Check the council website Hope this helps.,HAM,local_information
"FYI — parenting stress support group — free, non-judgmental. Meets fortnightly.",HAM,mental_health_support
Local school wins environmental award — amazing effort from students and staff!,HAM,good_news_and_gratitude
Just a reminder: council bin collection is running one day late this week due to the holiday.,HAM,local_information
LIMITED TIME: Local entrepreneur night — free to attend. $100 business starter pack inside!,SPAM,fake_event_or_meetup
Volunteer appreciation morning tea next Wednesday. Come and say thank you!,HAM,community_event
Just a reminder: the footpath on River Road is now repaired. Thanks for your patience.,HAM,local_information
FYI — new bus route 47 now stops directly outside the community health center.,HAM,local_information
Missing elderly man last seen near the shopping center. Please call 000 if seen Stay safe everyone.,HAM,safety_and_alerts
ACT NOW: Work alongside me serving our community AND earning great money. Let's chat!,SPAM,multi_level_marketing
Social isolation is real. Let's check in on our neighbors more regularly Stay safe everyone.,HAM,mental_health_support
URGENT: Your community benefit payment failed. Update your bank details to receive it.,SPAM,phishing_community_style
"Hi everyone, free English conversation practice — I'm a retired teacher with time to help.",HAM,resource_sharing
DON'T MISS THIS: Everyone in this group will know what you did. I'm exposing you today.,SPAM,harassment_and_threats
⚠️💥✅ You better delete that post or I will find you and deal with you personally.,SPAM,harassment_and_threats
URGENT: Low-income relief fund paying out $1200 to eligible members. Register today!,SPAM,fake_assistance_program
"Hello neighbors, fire hazard warning: total fire ban in place this weekend. No outdoor burning.",HAM,safety_and_alerts
ACT NOW: Local job alert: Earn $400 daily helping people online. No skills required!,SPAM,fake_job_posting
URGENT: Donate to help flood victims in our community. 100% goes to families in need!,SPAM,fake_charity_scam
LIMITED TIME: We know who you are. Stop helping people here or face the consequences.,SPAM,harassment_and_threats
FYI — free family movie night at the park on Friday evening. Bring your own chairs!,HAM,community_event
LIMITED TIME: Emergency housing assistance — FREE accommodation for 3 months. Apply today!,SPAM,fake_housing_offer
Affordable housing available NOW. 2BR apartment $400/month. No credit check!,SPAM,fake_housing_offer
Community alert: aggressive wasp nest near the public toilet block at the park Hope this helps.,HAM,safety_and_alerts
ACT NOW: FREE financial freedom workshop in your area. Just pay $35 for your workbook!,SPAM,fake_event_or_meetup
Just a reminder: seeking volunteers to read to children at the library every Thursday at 4pm.,HAM,help_request
New bus route 47 now stops directly outside the community health center Hope this helps.,HAM,local_information
BREAKING: Common painkiller causes brain damage. Stop using it immediately!!!,SPAM,misinformation_health
The footpath on River Road is now repaired. Thanks for your patience.,HAM,local_information
Direct sales from home — sell to your community and earn residual income!!!,SPAM,multi_level_marketing
URGENT: Get paid to take surveys in your community. Earn $200/day guaranteed!,SPAM,fake_job_posting
🚨💰🎁 Your address has been shared with the wrong people. Leave this group now.,SPAM,harassment_and_threats
The new playground equipment is officially open. Come and check it out! Stay safe everyone.,HAM,good_news_and_gratitude
New bus route 47 now stops directly outside the community health center Stay safe everyone.,HAM,local_information
🚨💰🎁 Action required: Your community profile will be deleted unless you confirm now.,SPAM,phishing_community_style
⚠️💥✅ Community outreach officer — $90/hour. No qualifications needed. Apply now!,SPAM,fake_job_posting
Our food drive collected over 800 items this month. Thank you all so much!,HAM,good_news_and_gratitude
Community entrepreneurship — sell our kits and earn commission on every sale!!!,SPAM,multi_level_marketing
LOCAL ENTREPRENEUR NIGHT — FREE TO ATTEND. $100 BUSINESS STARTER PACK INSIDE!,SPAM,fake_event_or_meetup
LIMITED TIME: Join our community investment club meeting. Guaranteed returns discussed!,SPAM,fake_event_or_meetup
URGENT: Council housing fast-tracked for your postcode. Apply before Friday midnight!,SPAM,fake_housing_offer
FYI — parking restrictions now apply on School Road between 8 and 9am on weekdays.,HAM,local_information
YOUR COMMUNITY APP ACCOUNT HAS BEEN FLAGGED. VERIFY YOUR IDENTITY HERE URGENTLY.,SPAM,phishing_community_style
"GET A $10,000 LOAN IN 24 HOURS. WE SAY YES WHEN BANKS SAY NO. APPLY TODAY!",SPAM,predatory_lending
Reminder that the annual rate notices will be posted out in early February Stay safe everyone.,HAM,local_information
LIMITED TIME: FREE homeownership seminar — learn to buy with no deposit. Pay $25 to reserve!,SPAM,fake_event_or_meetup
Our petitions for the new pedestrian crossing were approved by council today! Thanks!,HAM,good_news_and_gratitude
Just a reminder: reminder: it's okay to ask for help. Our community support line is open 24/7.,HAM,mental_health_support
Does anyone have experience applying for disability support payments?,HAM,help_request
Reminder: the door is always open at the community center. Drop in anytime Stay safe everyone.,HAM,mental_health_support
Neighborhood safety forum with local police this Wednesday evening. Open to all.,HAM,community_event
🚨💰🎁 Join our team of community reps! Earn $2000/month from your phone. Sign up!,SPAM,fake_job_posting
URGENT: SPECIAL PROGRAM: Free heating and electricity for seniors this winter. Apply!,SPAM,fake_assistance_program
Our petitions for the new pedestrian crossing were approved by council today! Cheers!,HAM,good_news_and_gratitude
Meals on Wheels is looking for new delivery volunteers. Two hours per week Cheers!,HAM,local_information
URGENT: No bank? No problem! Get $1500 cash today. Anyone approved. Call us now!,SPAM,predatory_lending
"Hi everyone, storm warning tonight. Secure outdoor furniture and check on vulnerable neighbors.",HAM,safety_and_alerts
🚨💰🎁 Emergency benefit — $800 cash available for struggling residents. Apply now!,SPAM,fake_assistance_program
URGENT: Need $200 till payday? We'll lend it with no fees. Just pay back $280. Easy!,SPAM,predatory_lending
URGENT HIRING: Community helpers needed. Earn $1000/week. No interview!,SPAM,fake_job_posting
Craft and social morning every Tuesday at the community center. Free entry.,HAM,community_event
The community noticeboard outside the post office has been updated for October.,HAM,local_information
Meals on Wheels is looking for new delivery volunteers. Two hours per week.,HAM,local_information
LIMITED TIME: Council housing fast-tracked for your postcode. Apply before Friday midnight!,SPAM,fake_housing_offer
🚨💰🎁 Your $5 donation will feed 10 children. Act now before the campaign ends!,SPAM,fake_charity_scam
We need help moving donated furniture to the community shelter this Saturday Thanks!,HAM,help_request
🚨💰🎁 Our community members earn $3000/month part-time. Join my team today!,SPAM,multi_level_marketing
DON'T MISS THIS: Emergency rental assistance: Get $2000 toward your rent. Apply immediately!,SPAM,fake_housing_offer
"Hi everyone, new accessible parking bays have been installed outside the health center.",HAM,local_information
🚨💰🎁 Low-income relief fund paying out $1200 to eligible members. Register today!,SPAM,fake_assistance_program
FYI — free tutoring offered to high school students struggling with math or science.,HAM,resource_sharing
"Hi everyone, first aid course offered free to community members. Register by Thursday.",HAM,community_event
Donate to help flood victims in our community. 100% goes to families in need!!!,SPAM,fake_charity_scam
Can anyone help a recently arrived refugee family navigate local services?,HAM,help_request
🚨💰🎁 Council approved $1500 utility bill relief for your area. Apply immediately!,SPAM,fake_assistance_program
Free counseling available at the community health center every Tuesday Hope this helps.,HAM,mental_health_support
"Hi everyone, a special thank you to our community nurses for going above and beyond.",HAM,good_news_and_gratitude
The community center will be closed next Monday for the public holiday Stay safe everyone.,HAM,local_information
Reminder: school zone 40km speed limit is enforced with cameras. Please slow down Thanks!,HAM,safety_and_alerts
"Hello neighbors, free mindfulness and meditation sessions at the library every Wednesday at noon.",HAM,mental_health_support
Animal shelter overcrowded — donate $20 to save a pet from being put down!,SPAM,fake_charity_scam
DON'T MISS THIS: Community app update: All users must re-enter their personal details today.,SPAM,phishing_community_style
🚨💰🎁 Subsidized housing program — pay only $100/month. Only 5 spots remaining!,SPAM,fake_housing_offer
⚠️💥✅ You are eligible for free groceries from our community program. Register now!,SPAM,fake_assistance_program
"URGENT: Struggling financially? We help people like you. Borrow up to $10,000 today!",SPAM,predatory_lending
URGENT: Join our team of community reps! Earn $2000/month from your phone. Sign up!,SPAM,fake_job_posting
URGENT: Online job — like Facebook posts and earn $300/day. Limited spots available!,SPAM,fake_job_posting
Free Zumba class in the park every Tuesday at 8am. All fitness levels welcome Thanks!,HAM,community_event
"Men's wellbeing morning tea — come chat, connect and support each other. Free Cheers!",HAM,mental_health_support
ACT NOW: Your address has been shared with the wrong people. Leave this group now.,SPAM,harassment_and_threats
ACT NOW: Community food bank running dry. Donate cash to our personal account today!,SPAM,fake_charity_scam
"🚨💰🎁 Join our community wellness team! Sell products, recruit friends, earn big!",SPAM,multi_level_marketing
Have extra prescription reading glasses — various strengths. Free to take Hope this helps.,HAM,resource_sharing
I earn $5000/month helping people in my community. I can show you how too!,SPAM,multi_level_marketing
Subsidized housing program — pay only $100/month. Only 5 spots remaining!,SPAM,fake_housing_offer
⚠️💥✅ Local orphanage urgently needs funds. Send directly to our account now!,SPAM,fake_charity_scam
Stray dog spotted near the school. Animal control has been notified Cheers!,HAM,safety_and_alerts
"You are not alone. If you're struggling, please reach out to someone you trust Cheers!",HAM,mental_health_support
ACT NOW: IMMEDIATE OPENING: Community engagement role. $85/hr. No resume needed!,SPAM,fake_job_posting
"Hi everyone, is there anyone who can help fix a wheelchair ramp at 42 Maple Street?",HAM,help_request
Just a reminder: reminder to check on elderly neighbors during this week's heat wave.,HAM,safety_and_alerts
"Hi everyone, annual street party is back! Sunday August 14th. Bring a plate to share.",HAM,community_event
WARNING: Tap water in your area contains dangerous chemicals. Buy our filter!!!,SPAM,misinformation_health
"Hi everyone, seeking volunteers to help run the community garden every Sunday morning.",HAM,help_request
Youth mentoring program launch event next Friday at 6pm. All parents welcome Cheers!,HAM,community_event
"Get a $10,000 loan in 24 hours. We say YES when banks say no. Apply today!!!",SPAM,predatory_lending
URGENT: Emergency benefit — $800 cash available for struggling residents. Apply now!,SPAM,fake_assistance_program
EXCLUSIVE: Community leadership seminar — FREE tickets but pay $50 deposit!,SPAM,fake_event_or_meetup
"Hi everyone, looking for a mentor for a 16-year-old interested in coding and technology.",HAM,help_request
FYI — community wellness walk every Sunday at 7am. Great for mental and physical health.,HAM,mental_health_support
⚠️💥✅ WARNING: Tap water in your area contains dangerous chemicals. Buy our filter!,SPAM,misinformation_health
Fire hazard warning: total fire ban in place this weekend. No outdoor burning Stay safe everyone.,HAM,safety_and_alerts
🚨💰🎁 Get paid to take surveys in your community. Earn $200/day guaranteed!,SPAM,fake_job_posting
Free medical supplies for your household. Government funded. Claim instantly!!!,SPAM,fake_assistance_program
"If you know someone struggling, sometimes just listening makes all the difference Hope this helps.",HAM,mental_health_support
I'm reporting you to everyone in the neighborhood. Watch your back.,SPAM,harassment_and_threats
I'm offering free rides to medical appointments for those without transport.,HAM,resource_sharing
Rent-free housing for 6 months for eligible community members. Apply fast!!!,SPAM,fake_housing_offer
THIS IS A PRIVATE COMMUNITY. OUTSIDERS LIKE YOU NEED TO LEAVE IMMEDIATELY.,SPAM,harassment_and_threats
"Hi everyone, the new community garden plots will be available to register from next Monday.",HAM,local_information
"Hello neighbors, we need people to help sort donations at the food bank next Tuesday morning.",HAM,help_request
Free tutoring offered to high school students struggling with math or science.,HAM,resource_sharing
Thanks to the local bakery for donating bread to the food bank every Friday Stay safe everyone.,HAM,good_news_and_gratitude
"Hello neighbors, the community center will be closed next Monday for the public holiday.",HAM,local_information
"DON'T MISS THIS: Be a community health ambassador. Sell products, build a team, get rich!",SPAM,multi_level_marketing
URGENT: Be your own boss! Join our community sales team and earn unlimited income!,SPAM,multi_level_marketing
💸🆓🔥 WARNING: Tap water in your area contains dangerous chemicals. Buy our filter!,SPAM,misinformation_health
Warning: scammers pretending to be council workers are visiting homes. Stay safe Hope this helps.,HAM,safety_and_alerts
"LIMITED TIME: Community health alert: New virus spreading fast. Symptoms: fatigue, headache.",SPAM,misinformation_health
🚨💰🎁 Free housing for seniors and families. Government approved. Limited time!,SPAM,fake_housing_offer
URGENT: Your local council portal session has expired. Re-login immediately.,SPAM,phishing_community_style
Does anyone know where to access free mental health support in this area? Thanks!,HAM,help_request
💸🆓🔥 FREE temporary shelter for families in need. Limited beds. Call now!,SPAM,fake_housing_offer
Council bin collection is running one day late this week due to the holiday Thanks!,HAM,local_information
The new community garden plots will be available to register from next Monday Hope this helps.,HAM,local_information
URGENT: Struggling to pay bills? We lend to anyone. Get $3000 cash today. Apply now!,SPAM,predatory_lending
DON'T MISS THIS: HIRING HELPERS: $75/hour. Work your own hours. No background check required.,SPAM,fake_job_posting
"Remote community job: Send messages, earn $600/week. Hiring 100 people today!!!",SPAM,fake_job_posting
"FYI — men's wellbeing morning tea — come chat, connect and support each other. Free.",HAM,mental_health_support
⚠️💥✅ 2-bedroom flat available $350/month. Bills included. No references needed!,SPAM,fake_housing_offer
"Hello neighbors, have spare bedding and towels in good condition — free to anyone in need.",HAM,resource_sharing
💸🆓🔥 Stop trying to help. Nobody wants you here and soon you'll understand why.,SPAM,harassment_and_threats
FYI — first aid course offered free to community members. Register by Thursday.,HAM,community_event
LIMITED TIME: Our community members earn $3000/month part-time. Join my team today!,SPAM,multi_level_marketing
NETWORKING EVENT: Meet investors in your area. Free entry with $40 deposit!,SPAM,fake_event_or_meetup
STAY OUT OF COMMUNITY AFFAIRS OR I PROMISE YOU WILL DEEPLY REGRET IT.,SPAM,harassment_and_threats
💸🆓🔥 IMMEDIATE OPENING: Community engagement role. $85/hr. No resume needed!,SPAM,fake_job_posting
"Hi everyone, i'm offering free rides to medical appointments for those without transport.",HAM,resource_sharing
URGENT: GOVERNMENT GRANT: You qualify for $5000 community assistance. Claim today!,SPAM,fake_assistance_program
💸🆓🔥 We know who you are. Stop helping people here or face the consequences.,SPAM,harassment_and_threats
MICRO LOAN SERVICE — BORROW $200-$5000 INSTANTLY. NO QUESTIONS ASKED!,SPAM,predatory_lending
💸🆓🔥 Local government portal: Your identity must be re-verified within 24 hours.,SPAM,phishing_community_style
⚠️💥✅ I'm reporting you to everyone in the neighborhood. Watch your back.,SPAM,harassment_and_threats
Community alert: aggressive wasp nest near the public toilet block at the park.,HAM,safety_and_alerts
LIMITED TIME: Exclusive community giveaway event — win prizes. Register with $15 entry fee!,SPAM,fake_event_or_meetup
"Hi everyone, social isolation is real. Let's check in on our neighbors more regularly.",HAM,mental_health_support
Just a reminder: phone scam targeting elderly residents in our area. Please warn your family.,HAM,safety_and_alerts
FYI — community consultation on the housing development proposal closes Friday.,HAM,local_information
ALERT: New vaccine being tested on community members without consent. Share!,SPAM,misinformation_health
🚨💰🎁 Stay out of community affairs or I promise you will deeply regret it.,SPAM,harassment_and_threats
Looking for a community member who can give free legal advice to residents Hope this helps.,HAM,help_request
🚨💰🎁 Council services alert: Update your records or lose access to local benefits.,SPAM,phishing_community_style
FYI — the new community garden plots will be available to register from next Monday.,HAM,local_information
Grateful for everyone who checked on neighbors during the recent storms.,HAM,good_news_and_gratitude
Road resurfacing on King Street will begin Thursday and take about two weeks Stay safe everyone.,HAM,local_information
ACT NOW: WARNING: Tap water in your area contains dangerous chemicals. Buy our filter!,SPAM,misinformation_health
"Hello neighbors, extra groceries this week — happy to share with a family who needs it.",HAM,resource_sharing
URGENT: Subsidized housing program — pay only $100/month. Only 5 spots remaining!,SPAM,fake_housing_offer
⚠️💥✅ Community admin notice: You must re-verify your address or lose your account.,SPAM,phishing_community_style
"Hello neighbors, volunteer appreciation morning tea next Wednesday. Come and say thank you!",HAM,community_event
"Hi everyone, have extra garden seeds — tomatoes, lettuce, herbs. Free to a good home.",HAM,resource_sharing
⚠️💥✅ URGENT: Government adding chemicals to food supply. Eat only organic. Share!,SPAM,misinformation_health
Looking for a volunteer to help an elderly neighbor with grocery shopping Thanks!,HAM,help_request
"Hi everyone, does anyone know a reliable plumber in the north end of town? Hope this helps.",HAM,help_request
Free mindfulness and meditation sessions at the library every Wednesday at noon.,HAM,mental_health_support
URGENT: Local hospital giving patients unnecessary treatments for profit. Avoid them!,SPAM,misinformation_health
FYI — the new playground equipment is officially open. Come and check it out!,HAM,good_news_and_gratitude
"Hi everyone, cultural storytelling evening this Friday. Hear stories from our community.",HAM,community_event
LIMITED TIME: Network marketing opportunity — share with 5 friends and earn $500/week!,SPAM,multi_level_marketing
Multicultural food fair this Sunday. Celebrating our diverse neighborhood! Stay safe everyone.,HAM,community_event
⚠️💥✅ Affordable housing cooperative — join for $50 and get a home. Act fast!,SPAM,fake_housing_offer
ACT NOW: Affordable housing available NOW. 2BR apartment $400/month. No credit check!,SPAM,fake_housing_offer
Community park cleanup this Saturday 9am. Gloves and bags provided. All welcome! Cheers!,HAM,community_event
"Hello neighbors, annual street party is back! Sunday August 14th. Bring a plate to share.",HAM,community_event
Can anyone help a recently arrived refugee family navigate local services? Hope this helps.,HAM,help_request
Council bin collection is running one day late this week due to the holiday Cheers!,HAM,local_information
Huge thank you to everyone who helped at the community cleanup yesterday! Hope this helps.,HAM,good_news_and_gratitude
DON'T MISS THIS: Free school supplies for all children in your suburb. Collect by Saturday!,SPAM,fake_assistance_program
DON'T MISS THIS: Community disaster relief fund — donate to help rebuild after the fire!,SPAM,fake_charity_scam
⚠️💥✅ Community welfare check — $600 available if you verify your details with us.,SPAM,fake_assistance_program
🚨💰🎁 Meet like-minded people in your area! Free event — $45 registration required.,SPAM,fake_event_or_meetup
We need volunteers to deliver meals to isolated seniors next Wednesday Thanks!,HAM,help_request
